class,parent,header,offset,type,field
AABB2D,,ZoneManager.h,0x0,float,x
AABB2D,,ZoneManager.h,0x0,ZoneMap*,zone
AABB2D,,ZoneManager.h,0x0,ZoneSpacialGrid::ZoneCell**,zones
AABB2D,,ZoneManager.h,0x0,ZoneMapContent*,mapContent
AABB2D,,ZoneManager.h,0x0,bool,_zoneBeingLoaded
AABB2D,,ZoneManager.h,0x0,ParticleSystemHandler*,particle
AABB2D,,ZoneManager.h,0x0,unsigned int,limit
AABB2D,,ZoneManager.h,0x1,bool,_zoneIsLoaded
AABB2D,,ZoneManager.h,0x4,float,y
AABB2D,,ZoneManager.h,0x4,unsigned int,lastIndex
AABB2D,,ZoneManager.h,0x8,float,x2
AABB2D,,ZoneManager.h,0x8,SpacialCell**,cells
AABB2D,,ZoneManager.h,0x8,function*,createCellsFunc
AABB2D,,ZoneManager.h,0x8,boost::recursive_mutex,swapMutex
AABB2D,,ZoneManager.h,0x8,boost::shared_mutex,swapMutex
AABB2D,,ZoneManager.h,0x8,MapFeatureList*,mapFeatures
AABB2D,,ZoneManager.h,0x8,GameData*,effectData
AABB2D,,ZoneManager.h,0x8,ParticlePool::ParticleData*,particles
AABB2D,,ZoneManager.h,0x8,bool,justLoadedAGame
AABB2D,,ZoneManager.h,0xC,float,y2
AABB2D,,ZoneManager.h,0x10,int,cellCount
AABB2D,,ZoneManager.h,0x10,ZoneSmell*,zoneSmell
AABB2D,,ZoneManager.h,0x10,Ogre::SceneNode*,node
AABB2D,,ZoneManager.h,0x10,float,maxTTL
AABB2D,,ZoneManager.h,0x10,ZoneSpacialGrid,characterGrid
AABB2D,,ZoneManager.h,0x14,float,cellSize
AABB2D,,ZoneManager.h,0x18,boost::shared_mutex,mutex
AABB2D,,ZoneManager.h,0x18,iVector2,coordinates
AABB2D,,ZoneManager.h,0x20,"std::set<T, std::less<T>, std::allocator<T> >",mainThreadData
AABB2D,,ZoneManager.h,0x20,int,island
AABB2D,,ZoneManager.h,0x24,bool,hasFile
AABB2D,,ZoneManager.h,0x28,T,mainThreadData
AABB2D,,ZoneManager.h,0x28,BackThreadMessagesToMainT<ZONE_MESSAGE>,zoneIncomingMessagesT
AABB2D,,ZoneManager.h,0x2A,T,backThreadData
AABB2D,,ZoneManager.h,0x40,"std::set<T, std::less<T>, std::allocator<T> >",backThreadData
AABB2D,,ZoneManager.h,0x48,ZoneSpacialGrid,buildingGrid
AABB2D,,ZoneManager.h,0x80,ZoneSpacialGrid,itemGrid
AABB2D,,ZoneManager.h,0x88,MainthreadStateReaderT<ZoneMap::StateT>,stateT
AABB2D,,ZoneManager.h,0xB8,TerrainSector*,terrainCollision
AABB2D,,ZoneManager.h,0xB8,bool,_needCalculateIslands
AABB2D,,ZoneManager.h,0xBC,float,spawnUpdateTimerMT
AABB2D,,ZoneManager.h,0xC0,float,spawnUpdateTimerTT
AABB2D,,ZoneManager.h,0xCC,bool,_generateNavMeshesFlag
AABB2D,,ZoneManager.h,0xD0,Ogre::Aabb,bounds
AABB2D,,ZoneManager.h,0xE8,Ogre::Vector4,AABB
AABB2D,,ZoneManager.h,0xF8,Ogre::Vector3,center
AABB2D,,ZoneManager.h,0x108,lektor<GameData*>,biomes
AABB2D,,ZoneManager.h,0x120,int,loadCount
AABB2D,,ZoneManager.h,0x1680C8,ogre_unordered_set<ZoneMap*>::type,processingNewActiveZones
AABB2D,,ZoneManager.h,0x168108,ogre_unordered_set<ZoneMap*>::type,activeZones
AABB2D,,ZoneManager.h,0x168148,ogre_unordered_set<Town*>::type,updatedTownOverrides
AABB2D,,ZoneManager.h,0x168188,lektor<MapFeatureList*>,loadedFeatureLists
AABB2D,,ZoneManager.h,0x1681A0,"std::set<Town*, std::less<Town*>, Ogre::STLAllocator<Town*, Ogre::GeneralAllocPolicy > >",distantTownList
AABB2D,,ZoneManager.h,0x1681C8,iVector2,distantTownCentre
AABB2D,,ZoneManager.h,0x1681D0,ZoneMap*,centralZone
AABB2D,,ZoneManager.h,0x1681D8,int,loadingPhase
AABB2D,,ZoneManager.h,0x1681E0,"ogre_unordered_map<iVector2, ZoneMapOverlay*>::type",overlays
AABB2D,,ZoneManager.h,0x168220,BiomeMap*,biomeMap
AABB2D,,ZoneManager.h,0x168228,"ogre_unordered_map<int, unsigned char*>::type",groundTypes
AABB2D,,ZoneManager.h,0x168268,"ogre_unordered_map<int, ZoneManager::BiomeGroundEffects>::type",groundEffects
AABB2D,,ZoneManager.h,0x1682A8,ParticlePool,groundEffectsPool
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6D8,bool,weaponIsTechnicallyEquipped
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6DC,float,HPMultiplier
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6E0,TimeOfDay,itemInMouthTimeStamp
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6E8,float,smellThresholdBlood
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6EC,float,smellThresholdEggs
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6F0,float,ageSizeMin
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6F4,float,ageSizeMax
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6F8,float,lifespanInDays
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x6FC,float,lastUpdatedAge
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x700,float,age
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x708,Weapon*,weaponInHands
AnimalInventoryLayout,InventoryLayout,CharacterAnimal.h,0x710,float,audioTimeStamp
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x0,Ogre::FastArray<DataRange>,ranges
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x0,Gender::Enum,value
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x0,GameData*,race
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x0,Ogre::FastArray<GameData*>,races
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x8,std::string,name
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x8,Gender,gender
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x10,Ogre::FastArray<GameData*>,headsData
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x18,Ogre::FastArray<DataRangePose>,posesRanges
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x18,"boost::unordered::unordered_map<GameData*, ogre_unordered_map<Gender::Enum, AppearanceData>::type, boost::hash<GameData*>, std::equal_to<GameData*>, Ogre::STLAllocator<std::pair<GameData* const, ogre_unordered_map<Gender::Enum, AppearanceData>::type >, Ogre::GeneralAllocPolicy > >",racesAppearanceData
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x28,"boost::unordered::unordered_map<int, Ogre::FastArray<GameData*>, boost::hash<int>, std::equal_to<int>, Ogre::STLAllocator<std::pair<int const, Ogre::FastArray<GameData*> >, Ogre::GeneralAllocPolicy > >",attachments
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x30,short,max
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x30,Ogre::FastArray<DataRangeVector>,vectorRanges
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x32,short,min
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x34,short,mid
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x36,short,random_group
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x38,short,random_variation
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x40,std::string,pose_name
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x40,Ogre::FastArray<Ogre::Vector3>,values
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x48,DataCategory::Enum,value
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x58,Ogre::FastArray<AnimationData*>,characterIdleAnimations
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x68,std::string,pose_opposite_name
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x68,"ogre_unordered_map<DataCategory::Enum, DataCategory>::type",categories
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x70,GameDataCopyStandalone*,baseAppearanceData
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0xA8,"boost::unordered::unordered_map<std::string, DataRange const*, boost::hash<std::string >, std::equal_to<std::string >, Ogre::STLAllocator<std::pair<std::string const, DataRange const*>, Ogre::GeneralAllocPolicy > >",rangesByName
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0xE8,Ogre::FastArray<float>,headsDataProb
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x100,"boost::unordered::unordered_map<int, Ogre::FastArray<float>, boost::hash<int>, std::equal_to<int>, Ogre::STLAllocator<std::pair<int const, Ogre::FastArray<float> >, Ogre::GeneralAllocPolicy > >",attachmentsProb
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x140,"boost::unordered::unordered_map<unsigned __int64, Ogre::FastArray<float>, boost::hash<unsigned __int64>, std::equal_to<unsigned __int64>, Ogre::STLAllocator<std::pair<unsigned __int64 const, Ogre::FastArray<float> >, Ogre::GeneralAllocPolicy > >",factionAttachments
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x180,"boost::unordered::unordered_map<std::string, std::string, boost::hash<std::string >, std::equal_to<std::string >, Ogre::STLAllocator<std::pair<std::string const, std::string >, Ogre::GeneralAllocPolicy > >",texturesSkin
AppearanceManager,Ogre::GeneralAllocatedObject,AppearanceManager.h,0x1C0,std::string,meshFile
Array2d,,Array2d.h,0x0,unsigned int,nRows
Array2d,,Array2d.h,0x4,unsigned int,nCols
Array2d,,Array2d.h,0x8,"std::vector<T*, Ogre::STLAllocator<T*, Ogre::GeneralAllocPolicy > >",data
Bounty,,Bounty.h,0x0,int,amount
Bounty,,Bounty.h,0x4,unsigned int,crimes
Bounty,,Bounty.h,0x8,bool,bountyHasBeenClaimedOnce
Bounty,,Bounty.h,0x10,TimeOfDay,bountyAssignmentStartedTime
BountyManager,,BountyManager.h,0x0,"public:
    ogre_unordered_map<Faction*, Bounty>::type",bounties
BountyManager,,BountyManager.h,0x40,Character*,me
BountyManager,,BountyManager.h,0x48,Faction*,_hasAccessPass
BountyManager,,BountyManager.h,0x50,TimeOfDay,accessPassExpirationTime
BountyManager,,BountyManager.h,0x58,CrimeEnum,committingCrime
BountyManager,,BountyManager.h,0x60,Faction*,crimeAgainstFaction
BountyManager,,BountyManager.h,0x68,Faction*,usingTrainingEquipmentOf
BountyManager,,BountyManager.h,0x70,hand,crimeAgainst
BountyManager,,BountyManager.h,0x90,float,crimeExpiry
BountyManager,,BountyManager.h,0x98,TimeOfDay,prisonSentenceBeganTime
BountyManager,,BountyManager.h,0xA0,float,prisonSentenceToServe
BountyManager,,BountyManager.h,0xA4,bool,_hadABountyAssignedForCurrentCrime
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3B8,MyGUI::TextBox*,input1NameText
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3C0,MyGUI::TextBox*,input2NameText
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3C8,MyGUI::TextBox*,input1StatusText
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3D0,MyGUI::TextBox*,input2StatusText
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3D8,MyGUI::ImageBox*,input1ItemIcon
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3E0,MyGUI::ImageBox*,input2ItemIcon
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3E8,MyGUI::TextBox*,outputNameText
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3F0,MyGUI::ImageBox*,outputItemIcon
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x3F8,MyGUI::Widget*,input1Panel
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x400,MyGUI::Widget*,input2Panel
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x408,MyGUI::ProgressBar*,input1Progress
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x410,MyGUI::ProgressBar*,input2Progress
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x418,MyGUI::ProgressBar*,outputProgress
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x420,int,inputs
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x424,int,outputs
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x428,Item*,input1Item
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x430,Item*,input2Item
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x438,Item*,outputItem
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x468,ProductionBuilding::ProductionState,productionState
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x46C,float,_resourceMiningLevel
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x470,InventorySection*,outSection
BuildInventoryLayout,InventoryLayout,ProductionBuilding.h,0x478,lektor<StorageBuilding::ConsumptionItem>,consumptionItems
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x0,"public:
        std::string",name
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x0,"public:
        std::string",name
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x28,Ogre::vector<GameData*>::type,buildings
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x28,Ogre::vector<BuildModeWindow::BuildingGroup>::type,buildingGroups
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0xA0,PlayerBuildMode*,playerBuildMode
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0xA8,bool,levelEditorMode
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0xB0,Ogre::vector<BuildModeWindow::BuildingCategory*>::type,playerCategories
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0xD0,Research*,playerResearch
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0xD8,BuildModeWindow::BuildingCategory*,currentBuildingCategory
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0xE0,BuildModeWindow::BuildingGroup,currentBuildingGroup
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x128,GameData*,currentBuildingInfo
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x130,short,currentBuildingIndex
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x132,short,switchBuildingIndex
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x138,DatapanelGUI*,statsDataPanel
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x140,MyGUI::Button*,confirmButton
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x148,MyGUI::Button*,undoButton
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x150,MyGUI::Button*,closeButton
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x158,MyGUI::ListBox*,categoriesList
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x160,MyGUI::ListBox*,buildingsList
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x168,MyGUI::TextBox*,buildingTxt
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x170,MyGUI::Button*,buildingTypePrevButton
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x178,MyGUI::Button*,buildingTypeNextButton
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x180,MyGUI::ImageBox*,buildingImageBox
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x188,MyGUI::Widget*,statsPanel
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x190,MyGUI::TextBox*,descriptionTxt
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x198,MyGUI::EditBox*,messageTextBox
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x1A0,MyGUI::Button*,floorDownButton
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x1A8,MyGUI::Button*,floorUpButton
BuildModeWindow,wraps::BaseLayout,BuildModeWindow.h,0x1B0,MyGUI::TextBox*,floorText
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x0,float,amount
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x4,float,rate
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x8,int,maxCapacity
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x10,GameData*,item
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x18,InventorySection*,inventorySection
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x3C0,MyGUI::EditBox*,capacityText
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x440,itemType,specialItemTypesOnly
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x444,bool,endOfTheLine
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x448,StorageBuilding::ConsumptionItem*,productionItem
BuildingContainerInventoryLayout,GenericInventoryLayout,StorageBuilding.h,0x450,lektor<StorageBuilding::ConsumptionItem*>,manyLimitItems
CameraClass,,CameraClass.h,0x0,bool,isRotating
CameraClass,,CameraClass.h,0x4,tagPOINT,lastMousePos
CameraClass,,CameraClass.h,0x10,Ogre::Entity*,rotationMarker
CameraClass,,CameraClass.h,0x18,float,yaw
CameraClass,,CameraClass.h,0x1C,float,pitch
CameraClass,,CameraClass.h,0x20,bool,initialised
CameraClass,,CameraClass.h,0x21,bool,terrainLoaded
CameraClass,,CameraClass.h,0x28,hand,objectCurrentlyFollowing
CameraClass,,CameraClass.h,0x48,Ogre::Vector3,objectCurrentlyFollowingOffset
CameraClass,,CameraClass.h,0x58,Ogre::SceneNode*,center
CameraClass,,CameraClass.h,0x60,float,altitude
CameraClass,,CameraClass.h,0x68,Ogre::Camera*,camera
CameraClass,,CameraClass.h,0x70,Ogre::SceneNode*,node
CameraClass,,CameraClass.h,0x78,int,currentMusic
CameraClass,,CameraClass.h,0x80,hand,inBuilding
CameraClass,,CameraClass.h,0xA0,float,timeInGame
CameraClass,,CameraClass.h,0xA4,float,targetPositionY
CameraClass,,CameraClass.h,0xA8,float,speedY
CameraClass,,CameraClass.h,0xB0,Building*,centerBuilding
CameraClass,,CameraClass.h,0xB8,float,centerBuildingY
CameraClass,,CameraClass.h,0xBC,unsigned short,currentCollisionGroup
CameraClass,,CameraClass.h,0xBE,unsigned char,currentFloor
CameraClass,,CameraClass.h,0xBF,bool,freeCameraMode
CampaignTriggerData,,Dialogue.h,0x0,"public:
    GameData*",what
CampaignTriggerData,,Dialogue.h,0x0,GameData*,data
CampaignTriggerData,,Dialogue.h,0x0,"public:
        DialogActionEnum",key
CampaignTriggerData,,Dialogue.h,0x0,"public:
        DialogConditionEnum",key
CampaignTriggerData,,Dialogue.h,0x0,DialogConditionEnum,key
CampaignTriggerData,,Dialogue.h,0x0,"public:
    lektor<DialogLineData*>",conversationChoices
CampaignTriggerData,,Dialogue.h,0x0,int,count
CampaignTriggerData,,Dialogue.h,0x0,"std::map<EventTriggerEnum, Dialogue::RepetitionCounter::DialogState, std::less<EventTriggerEnum>, Ogre::STLAllocator<std::pair<EventTriggerEnum const, Dialogue::RepetitionCounter::DialogState>, Ogre::GeneralAllocPolicy > >",states
CampaignTriggerData,,Dialogue.h,0x0,Dialogue::RepetitionCounter,repCounter
CampaignTriggerData,,Dialogue.h,0x4,int,value
CampaignTriggerData,,Dialogue.h,0x4,ComparisonEnum,compareBy
CampaignTriggerData,,Dialogue.h,0x4,bool,want
CampaignTriggerData,,Dialogue.h,0x4,float,lastTimeStamp
CampaignTriggerData,,Dialogue.h,0x8,int,minTime
CampaignTriggerData,,Dialogue.h,0x8,int,val0
CampaignTriggerData,,Dialogue.h,0x8,TalkerEnum,who
CampaignTriggerData,,Dialogue.h,0x8,unsigned int,flags
CampaignTriggerData,,Dialogue.h,0x8,unsigned int,targetFlagsNeeded
CampaignTriggerData,,Dialogue.h,0x8,float,resetTime
CampaignTriggerData,,Dialogue.h,0xC,int,maxTime
CampaignTriggerData,,Dialogue.h,0xC,int,value
CampaignTriggerData,,Dialogue.h,0xC,unsigned int,targetFlagsNotWanted
CampaignTriggerData,,Dialogue.h,0x10,float,chance
CampaignTriggerData,,Dialogue.h,0x10,unsigned int,personalityNeeded
CampaignTriggerData,,Dialogue.h,0x14,unsigned int,personalityNotWanted
CampaignTriggerData,,Dialogue.h,0x18,FitnessSelector<CampaignTriggerData*>,campaignTriggers
CampaignTriggerData,,Dialogue.h,0x28,bool,_needsDynamicAssessments
CampaignTriggerData,,Dialogue.h,0x30,"std::map<DialogLineData*, bool, std::less<DialogLineData*>, Ogre::STLAllocator<std::pair<DialogLineData* const, bool>, Ogre::GeneralAllocPolicy > >",locked
CampaignTriggerData,,Dialogue.h,0x58,std::string,sayMsg
CampaignTriggerData,,Dialogue.h,0x78,lektor<GameData*>,isTargetRace
CampaignTriggerData,,Dialogue.h,0x80,Ogre::vector<Dialogue::DT_MSG>::type,threadMessages
CampaignTriggerData,,Dialogue.h,0x90,lektor<GameData*>,isTargetSubRace_specificallyTheTarget
CampaignTriggerData,,Dialogue.h,0xA0,"std::set<GameData*, std::less<GameData*>, Ogre::STLAllocator<GameData*, Ogre::GeneralAllocPolicy > >",pacakgesIHave
CampaignTriggerData,,Dialogue.h,0xA1,bool,stayOnScreen
CampaignTriggerData,,Dialogue.h,0xA2,bool,shout
CampaignTriggerData,,Dialogue.h,0xA4,int,marginW
CampaignTriggerData,,Dialogue.h,0xA8,int,marginH
CampaignTriggerData,,Dialogue.h,0xA8,lektor<GameDataValuePair>,givesItem
CampaignTriggerData,,Dialogue.h,0xB0,MyGUI::EditBox*,textBox
CampaignTriggerData,,Dialogue.h,0xB8,MyGUI::types::TSize<int>,baseSize
CampaignTriggerData,,Dialogue.h,0xC0,"std::set<Faction*, std::less<Faction*>, Ogre::STLAllocator<Faction*, Ogre::GeneralAllocPolicy > >",inTownOf
CampaignTriggerData,,Dialogue.h,0xC8,DialogLineData*,playerInterruptionDialog
CampaignTriggerData,,Dialogue.h,0xD0,"std::map<EventTriggerEnum, float, std::less<EventTriggerEnum>, Ogre::STLAllocator<std::pair<EventTriggerEnum const, float>, Ogre::GeneralAllocPolicy > >",eventRepeatTimers
CampaignTriggerData,,Dialogue.h,0xE8,"std::set<Faction*, std::less<Faction*>, Ogre::STLAllocator<Faction*, Ogre::GeneralAllocPolicy > >",isTargetFaction
CampaignTriggerData,,Dialogue.h,0xF8,"std::map<EventTriggerEnum, hand, std::less<EventTriggerEnum>, Ogre::STLAllocator<std::pair<EventTriggerEnum const, hand>, Ogre::GeneralAllocPolicy > >",eventDeliveredStates
CampaignTriggerData,,Dialogue.h,0x110,"std::set<Faction*, std::less<Faction*>, Ogre::STLAllocator<Faction*, Ogre::GeneralAllocPolicy > >",isMyFaction
CampaignTriggerData,,Dialogue.h,0x120,"std::map<DialogLineData*, bool, std::less<DialogLineData*>, Ogre::STLAllocator<std::pair<DialogLineData* const, bool>, Ogre::GeneralAllocPolicy > >",_hasChanceLines
CampaignTriggerData,,Dialogue.h,0x138,lektor<GameData*>,isCharacter
CampaignTriggerData,,Dialogue.h,0x148,bool,_hasEnded
CampaignTriggerData,,Dialogue.h,0x149,bool,shouting
CampaignTriggerData,,Dialogue.h,0x14A,bool,staysOnScreen
CampaignTriggerData,,Dialogue.h,0x150,lektor<GameData*>,isTargetCarryingCharacter
CampaignTriggerData,,Dialogue.h,0x150,Character*,me
CampaignTriggerData,,Dialogue.h,0x158,hand,conversationTarget
CampaignTriggerData,,Dialogue.h,0x168,lektor<GameData*>,_hasPackage
CampaignTriggerData,,Dialogue.h,0x178,CharStats*,stats
CampaignTriggerData,,Dialogue.h,0x180,lektor<GameData*>,isMyRace
CampaignTriggerData,,Dialogue.h,0x180,CharMovement*,movement
CampaignTriggerData,,Dialogue.h,0x188,EventTriggerEnum,currentConversationType
CampaignTriggerData,,Dialogue.h,0x190,DialogLineData*,currentConversation
CampaignTriggerData,,Dialogue.h,0x198,lektor<GameData*>,isMySubRace
CampaignTriggerData,,Dialogue.h,0x198,DialogLineData*,currentLine
CampaignTriggerData,,Dialogue.h,0x1A0,"std::map<EventTriggerEnum, DialogChoiceList*, std::less<EventTriggerEnum>, Ogre::STLAllocator<std::pair<EventTriggerEnum const, DialogChoiceList*>, Ogre::GeneralAllocPolicy > >",conversationsMain
CampaignTriggerData,,Dialogue.h,0x1B0,ItemFunction,hasItemType
CampaignTriggerData,,Dialogue.h,0x1B8,lektor<GameData*>,hasItem
CampaignTriggerData,,Dialogue.h,0x1C8,hand,interjector1
CampaignTriggerData,,Dialogue.h,0x1D0,WorldEventStateQueryList*,worldState
CampaignTriggerData,,Dialogue.h,0x1D8,GameData*,data
CampaignTriggerData,,Dialogue.h,0x1E0,bool,onceOnly
CampaignTriggerData,,Dialogue.h,0x1E1,bool,isMonologue
CampaignTriggerData,,Dialogue.h,0x1E4,CharacterTypeEnum,forCertainType
CampaignTriggerData,,Dialogue.h,0x1E8,DialogChoiceList*,children
CampaignTriggerData,,Dialogue.h,0x1E8,hand,interjector2
CampaignTriggerData,,Dialogue.h,0x1F0,lektor<DialogLineData::DialogCondition*>,conditions
CampaignTriggerData,,Dialogue.h,0x208,lektor<DialogLineData::DialogAction*>,actions
CampaignTriggerData,,Dialogue.h,0x208,hand,interjector3
CampaignTriggerData,,Dialogue.h,0x220,int,lineCount
CampaignTriggerData,,Dialogue.h,0x228,std::string*,texts
CampaignTriggerData,,Dialogue.h,0x228,DialogueSpeechBubble*,speechBubblePanel
CampaignTriggerData,,Dialogue.h,0x230,DialogLineData*,parent
CampaignTriggerData,,Dialogue.h,0x230,float,speechTextTimer
CampaignTriggerData,,Dialogue.h,0x234,float,speechTextTimer_forced
CampaignTriggerData,,Dialogue.h,0x238,float,chancePermanent
CampaignTriggerData,,Dialogue.h,0x238,Ogre::vector<std::string>::type,replyIds
CampaignTriggerData,,Dialogue.h,0x23C,float,chanceTemporary
CampaignTriggerData,,Dialogue.h,0x240,bool,unique
CampaignTriggerData,,Dialogue.h,0x248,hand,uniqueOwner
CampaignTriggerData,,Dialogue.h,0x258,Ogre::vector<std::string>::type,responses
CampaignTriggerData,,Dialogue.h,0x268,float,dialogRepeatMinTimeInHours
CampaignTriggerData,,Dialogue.h,0x270,TimeOfDay,lastTimeSaid
CampaignTriggerData,,Dialogue.h,0x278,int,score
CampaignTriggerData,,Dialogue.h,0x278,std::string,npcReplyText
CampaignTriggerData,,Dialogue.h,0x27C,bool,oneAtATime
CampaignTriggerData,,Dialogue.h,0x27D,bool,isLocked
CampaignTriggerData,,Dialogue.h,0x280,lektor<DialogLineData*>,locks
CampaignTriggerData,,Dialogue.h,0x298,lektor<DialogLineData*>,unlocks_lockMe
CampaignTriggerData,,Dialogue.h,0x2A0,hand,conversationMaster
CampaignTriggerData,,Dialogue.h,0x2B0,lektor<DialogLineData*>,unlocks_dontLockMe
CampaignTriggerData,,Dialogue.h,0x2C0,hand,waitingForReplyFrom
CampaignTriggerData,,Dialogue.h,0x2C8,DialogLineData*,crowdTrigger
