class,parent,header,offset,type,field
DoorStuff,Building,DoorStuff.h,0x398,const Ogre::Vector3,nodeClosedPosition
DoorStuff,Building,DoorStuff.h,0x3A4,Ogre::Vector3,actorClosedPosition
DoorStuff,Building,DoorStuff.h,0x3B0,Ogre::Vector3,doorClosedPosition
DoorStuff,Building,DoorStuff.h,0x3BC,Ogre::Vector3,doorClosedPositionOut
DoorStuff,Building,DoorStuff.h,0x3C8,Ogre::Vector3,doorClosedPositionIn
DoorStuff,Building,DoorStuff.h,0x3D4,Ogre::Vector3,axisH
DoorStuff,Building,DoorStuff.h,0x3E0,Ogre::Vector3,axisF
DoorStuff,Building,DoorStuff.h,0x3EC,bool,_isBroken
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x0,ogre_unordered_set<GameData*>::type,toReplace
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x0,float,fleeRatio_squadSize
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x0,lektor<Faction*>,participants
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x4,float,fleeRatio_relativeEnemy
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x8,bool,_antiSlavery
Faction,Ogre::GeneralAllocatedObject,Faction.h,0xC,Faction::CharacteristicsData,characteristicsData
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x18,lektor<std::string >,ranks
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x18,boost::shared_mutex,addListMuto
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x30,bool,allowSlavesWeapons
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x34,CharacterTypeEnum,fundamentalNPCType
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x38,Faction*,myLawEnforcementFaction
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x38,lektor<Platoon*>,toAddList
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x40,FitnessSelector<GameData*>,replaceWith
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x40,bool,isALawEnforcementFaction
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x48,FactionLeader,factionLeader
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x70,FactionUniqueSquadManager*,diplomatMgr
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x78,FactionRelations*,relations
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x80,Ownerships*,factionOwnerships
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x88,FactionWarMgr*,warMgr
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x90,TradeCulture,tradeCulture
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x148,FitnessSelector<GameData*>,raceSelector
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x1A8,std::string,name
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x1D0,bool,notARealFaction
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x1D4,float,roadPreference
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x1D8,lektor<Platoon*>,platoonKillList
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x1F0,lektor<Platoon*>,platoonRemoveList
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x208,lektor<Platoon*>,activePlatoons
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x220,lektor<Platoon*>,unloadedPlatoons
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x238,int,periodicUpdateCounter_active
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x23C,int,periodicUpdateCounter_unloaded
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x240,GameData*,data
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x248,AIPlayer*,isAI
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x250,PlayerInterface*,isPlayer
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x258,int,spawnTimeStamp
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x25C,int,diplomatTimeStamp
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x260,int,platoonIDs
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x264,float,p_TIME
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x268,int,platoonPeriodicUpdateIndex
Faction,Ogre::GeneralAllocatedObject,Faction.h,0x270,lektor<Faction::BuildingSwaps>,buildingSwaps
FactionLeader,,FactionLeader.h,0x0,Faction*,faction
FactionLeader,,FactionLeader.h,0x8,lektor<GameData*>,biomeTerritory
FactionLeader,,FactionLeader.h,0x20,Faction*,worstEnemy
FactionRelations,,FactionRelations.h,0x0,bool,alliance
FactionRelations,,FactionRelations.h,0x1,bool,peaceTreaty
FactionRelations,,FactionRelations.h,0x2,bool,war
FactionRelations,,FactionRelations.h,0x3,bool,coexists
FactionRelations,,FactionRelations.h,0x4,float,relation
FactionRelations,,FactionRelations.h,0x8,Faction*,me
FactionRelations,,FactionRelations.h,0x8,float,trustPositives
FactionRelations,,FactionRelations.h,0xC,float,trustNegatives
FactionRelations,,FactionRelations.h,0x10,int,playerRank
FactionRelations,,FactionRelations.h,0x10,float,percievedStrength
FactionRelations,,FactionRelations.h,0x14,float,globalReputationTrust
FactionRelations,,FactionRelations.h,0x18,"std::map<std::string, int, std::less<std::string >, Ogre::STLAllocator<std::pair<std::string const, int>, Ogre::GeneralAllocPolicy > >",stateVariables
FactionRelations,,FactionRelations.h,0x18,float,globalReputationForBadassery
FactionRelations,,FactionRelations.h,0x20,"ogre_unordered_map<Faction*, RelationData>::type",_factionRelations
FactionRelations,,FactionRelations.h,0x60,float,defaultFactionRelation
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x0,Faction*,me
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x0,TimeOfDay,timeToStart
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x8,int,lastID
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x8,CampaignData*,data
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x10,lektor<TownBase*>,myTowns
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x10,hand,target
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x28,"std::map<Platoon*, CampaignInstance*, std::less<Platoon*>, Ogre::STLAllocator<std::pair<Platoon* const, CampaignInstance*>, Ogre::GeneralAllocPolicy > >",forces
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x30,hand,homeBase
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x50,lektor<hand>,hiredForces
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x50,Faction*,enemy
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x58,int,numAttempts
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x68,lektor<CampaignInstance*>,activeCampaigns
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x80,lektor<AreaBiomeGroup*>,biomeTerritories
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0x98,lektor<AreaBiomeGroup*>,biomeNoGoZones
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0xB0,TimeOfDay,nextUpdateTime
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0xB8,lektor<FactionWarMgr::CampaignRequest*>,campaignRequests
FactionWarMgr,Ogre::GeneralAllocatedObject,FactionWarMgr.h,0xD0,lektor<CampaignData*>,possibleCampaigns
FactionsScreen,,FactionsScreen.h,0x0,MyGUI::Widget*,mainWidget
FactionsScreen,,FactionsScreen.h,0x8,Faction*,selectedFaction
FactionsScreen,,FactionsScreen.h,0x10,"std::map<Faction*, FactionsScreen::FactionRelationsLine*, std::less<Faction*>, Ogre::STLAllocator<std::pair<Faction* const, FactionsScreen::FactionRelationsLine*>, Ogre::GeneralAllocPolicy > >",lines
FactionsScreen,,FactionsScreen.h,0x38,MyGUI::ScrollView*,scrollList
FactionsScreen,,FactionsScreen.h,0x40,int,scrollListItemTop
FactionsScreen,,FactionsScreen.h,0x44,int,scrollListItemWidth
FactionsScreen,,FactionsScreen.h,0x48,MyGUI::EditBox*,nameText
FactionsScreen,,FactionsScreen.h,0x50,DatapanelGUI*,infoPanel
FactionsScreen,,FactionsScreen.h,0x58,float,updateTimer
FactionsScreen,,FactionsScreen.h,0xA0,Faction*,faction
FactionsScreen,,FactionsScreen.h,0xA8,float,value
FactionsScreen,,FactionsScreen.h,0xB0,MyGUI::TextBox*,valueText
FactionsScreen,,FactionsScreen.h,0xB8,MyGUI::Widget*,leftBar
FactionsScreen,,FactionsScreen.h,0xC0,MyGUI::Widget*,rightBar
FactoryCallbackInterface,,PlayerInterface.h,0x0,bool,rightMouseActivated
FactoryCallbackInterface,,PlayerInterface.h,0x0,Ogre::Vector2,startPos
FactoryCallbackInterface,,PlayerInterface.h,0x0,bool,healAllies
FactoryCallbackInterface,,PlayerInterface.h,0x1,bool,helpAllies
FactoryCallbackInterface,,PlayerInterface.h,0x2,bool,rescueAllies
FactoryCallbackInterface,,PlayerInterface.h,0x3,bool,stayInBase
FactoryCallbackInterface,,PlayerInterface.h,0x4,bool,feedAnimals
FactoryCallbackInterface,,PlayerInterface.h,0x5,bool,shareFood
FactoryCallbackInterface,,PlayerInterface.h,0x6,bool,autoSleep
FactoryCallbackInterface,,PlayerInterface.h,0x7,bool,autoDitchItems
FactoryCallbackInterface,,PlayerInterface.h,0x8,lektor<int>,orders
FactoryCallbackInterface,,PlayerInterface.h,0x8,Ogre::PlaneBoundedVolume,volume
FactoryCallbackInterface,,PlayerInterface.h,0x8,std::string,factionName
FactoryCallbackInterface,,PlayerInterface.h,0x8,bool,autoSit
FactoryCallbackInterface,,PlayerInterface.h,0x9,bool,ejectEnemies
FactoryCallbackInterface,,PlayerInterface.h,0xA,bool,shootFirst
FactoryCallbackInterface,,PlayerInterface.h,0x20,std::string,contextMenuName
FactoryCallbackInterface,,PlayerInterface.h,0x30,MyGUI::Widget*,widget
FactoryCallbackInterface,,PlayerInterface.h,0x30,CameraClass*,camera
FactoryCallbackInterface,,PlayerInterface.h,0x38,bool,active
FactoryCallbackInterface,,PlayerInterface.h,0x38,Research*,technology
FactoryCallbackInterface,,PlayerInterface.h,0x40,bool,selectedObjectsChangedThisFrame
FactoryCallbackInterface,,PlayerInterface.h,0x48,ContextMenuGUI*,menuGUI
FactoryCallbackInterface,,PlayerInterface.h,0x48,ContextMenu,contextMenu
FactoryCallbackInterface,,PlayerInterface.h,0x50,ContextMenuGUI*,menuGUI2
FactoryCallbackInterface,,PlayerInterface.h,0x58,bool,delayedDestroyFlag
FactoryCallbackInterface,,PlayerInterface.h,0xA8,SelectionBox,selectBox
FactoryCallbackInterface,,PlayerInterface.h,0xE8,MoveMarker*,moveMarker
FactoryCallbackInterface,,PlayerInterface.h,0xF0,hand,selectedCharacter
FactoryCallbackInterface,,PlayerInterface.h,0x110,PlayerInterface::AIOptions,aiOptions
FactoryCallbackInterface,,PlayerInterface.h,0x120,"ogre_unordered_map<ZoneMap*, unsigned char>::type",zonesVisibilities
FactoryCallbackInterface,,PlayerInterface.h,0x160,ogre_unordered_set<TownBase*>::type,townsActive
FactoryCallbackInterface,,PlayerInterface.h,0x1A0,ogre_unordered_set<hand>::type,interiorsVisible
FactoryCallbackInterface,,PlayerInterface.h,0x1E0,unsigned int,interiorsVisibleHash
FactoryCallbackInterface,,PlayerInterface.h,0x1E4,int,currentFloor
FactoryCallbackInterface,,PlayerInterface.h,0x1E8,TaskType,currentMouseTask
FactoryCallbackInterface,,PlayerInterface.h,0x1EC,itemType,mouseTaskTypeRestriction
FactoryCallbackInterface,,PlayerInterface.h,0x1F0,bool,mouseRightTargetSet
FactoryCallbackInterface,,PlayerInterface.h,0x1F8,RootObject*,mouseRightTarget
FactoryCallbackInterface,,PlayerInterface.h,0x200,float,rmouseTimer
FactoryCallbackInterface,,PlayerInterface.h,0x208,ogre_unordered_set<hand>::type,selectedCharacters
FactoryCallbackInterface,,PlayerInterface.h,0x248,hand,selectedObject
FactoryCallbackInterface,,PlayerInterface.h,0x268,bool,onlyAnimalsSelected
FactoryCallbackInterface,,PlayerInterface.h,0x26C,int,selectedLoadedLeft
FactoryCallbackInterface,,PlayerInterface.h,0x270,hand,trackedCharacterHandle
FactoryCallbackInterface,,PlayerInterface.h,0x290,int,trackedCharacterFloor
FactoryCallbackInterface,,PlayerInterface.h,0x298,LevelEditor*,levelEditor
FactoryCallbackInterface,,PlayerInterface.h,0x2A0,Faction*,participant
FactoryCallbackInterface,,PlayerInterface.h,0x2A8,Platoon*,currentPlatoon
FactoryCallbackInterface,,PlayerInterface.h,0x2B0,lektor<Character*>,playerCharacters
FactoryCallbackInterface,,PlayerInterface.h,0x2C8,hand,deadPlayerSquad
FactoryCallbackInterface,,PlayerInterface.h,0x2E8,PlacementObject*,placementObject
FactoryCallbackInterface,,PlayerInterface.h,0x2F0,bool,characterEditorMode
FactoryCallbackInterface,,PlayerInterface.h,0x2F1,bool,mLeftUp
FactoryCallbackInterface,,PlayerInterface.h,0x2F2,bool,mLeftDown
FactoryCallbackInterface,,PlayerInterface.h,0x2F3,bool,mRightUp
FactoryCallbackInterface,,PlayerInterface.h,0x2F4,bool,mRightDown
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x0,GameData*,data
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x0,lektor<FarmBuilding::PlantSource*>,plantSource
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x0,float,scale
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x0,float,age
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x4,float,offset
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x4,Ogre::Vector3,position
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x8,Ogre::SharedPtr<Ogre::Mesh>,mesh
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x8,float,rv
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x10,FarmBuilding::PlantSource*,data
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x10,lektor<FarmBuilding::SubPlant>,parts
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x18,float,scaleStart
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x18,lektor<int>,plantGroups
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x18,int,index
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x1C,float,scaleEnd
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x20,float,scaleVariance
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x24,float,offsetStart
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x28,float,offsetEnd
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x2C,float,delay
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x30,float,delayScale
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x30,Ogre::SharedPtr<Ogre::Mesh>,geometry
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x34,bool,isStatic
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x38,int,count
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x3C,int,group
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x40,float,height
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x44,int,size
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x48,int,meshesLoaded
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x50,lektor<FarmBuilding*>,farms
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x490,"ogre_unordered_map<CropType, float>::type",cropMultipliers
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x4D0,Ogre::SharedPtr<Ogre::Material>,material
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x4E0,Ogre::Entity*,plantEntity
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x4E8,lektor<FarmBuilding::Plant>,plants
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x500,StaticBoxEntity*,clickHull
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x508,FarmBuilding::FarmBatch*,batch
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x510,float,lastUpdated
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x514,float,eatingTime
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x518,float,grown
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x51C,float,died
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x520,float,cleared
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x524,float,growStart
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x528,int,harvested
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x52C,float,itemsPerPlant
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x530,float,clearRate
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x534,float,consumptionRate
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x538,float,harvestRate
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x53C,float,growthTime
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x540,float,harvestTime
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x544,float,deathTime
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x548,float,droughtTime
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x54C,float,deathThreshold
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x550,float,droughtMultiplier
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x554,float,fertilityMultiplier
FarmBuilding,ProductionBuilding,FarmBuilding.h,0x558,bool,isHydroponic
FitnessSelector,,FitnessSelector.h,0x0,"std::map<float, T, std::less<float>, Ogre::STLAllocator<std::pair<float const, T>, Ogre::CategorisedAllocPolicy<Ogre::MEMCATEGORY_GENERAL> > >",list
FitnessSelector,,FitnessSelector.h,0x28,"std::map<T, float, std::less<T>, Ogre::STLAllocator<std::pair<T const, float>, Ogre::CategorisedAllocPolicy<Ogre::MEMCATEGORY_GENERAL> > >",itemsScores
FitnessSelector,,FitnessSelector.h,0x50,float,totalScore
FitnessSelector,,FitnessSelector.h,0x54,float,highestScore
FitnessSelector,,FitnessSelector.h,0x58,T,highestItem
FogEditor,wraps::BaseLayout,FogEditor.h,0xA0,MyGUI::Window*,window
FogEditor,wraps::BaseLayout,FogEditor.h,0xA8,MyGUI::ListBox*,fogList
FogEditor,wraps::BaseLayout,FogEditor.h,0xB0,MyGUI::ComboBox*,typeList
FogEditor,wraps::BaseLayout,FogEditor.h,0xB8,DatapanelGUI*,panel
FogEditor,wraps::BaseLayout,FogEditor.h,0xC0,FogVolume*,selectedFog
FogEditor,wraps::BaseLayout,FogEditor.h,0xC8,int,selectedSide
FogEditor,wraps::BaseLayout,FogEditor.h,0xCC,Ogre::Vector3,colour
FogEditor,wraps::BaseLayout,FogEditor.h,0xD8,float,distance
FogEditor,wraps::BaseLayout,FogEditor.h,0xDC,float,radius
FogEditor,wraps::BaseLayout,FogEditor.h,0xE0,float,edge
FogEditor,wraps::BaseLayout,FogEditor.h,0xE8,Ogre::ManualObject*,editCage
FogEditor,wraps::BaseLayout,FogEditor.h,0xF0,Ogre::SceneNode*,editNode
FogEditor,wraps::BaseLayout,FogEditor.h,0xF8,Ogre::Vector3,editPos
FogEditor,wraps::BaseLayout,FogEditor.h,0x104,Ogre::Quaternion,editRot
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x0,GameData*,data
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x0,Ogre::Vector3,position
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x0,bool,reloaded
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x1,bool,generateOverlay
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x2,bool,firstTimeLoad
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x4,unsigned int,collisionHash
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x8,float,maxSlope
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x8,lektor<Forests::PagedGeometry*>,pageLayers
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xC,float,minSlope
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xC,Ogre::Degree,rotation
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x10,float,chance
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x10,float,scale
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x14,float,minAltitude
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x18,float,maxAltitude
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x18,Forests::TreeLoader3D*,target
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x1C,bool,slopeAlign
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x1D,bool,floating
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x1E,bool,uniformScale
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x1F,bool,accurateTrace
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x20,bool,upright
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x20,Building*,building
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x20,lektor<Forests::TreeLoader3D*>,treeListsWithCarvers
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x24,Ogre::Vector4,scales
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x28,Ogre::Matrix4,transform
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x34,float,minV
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x38,float,maxV
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x38,ogre_unordered_set<FoliageSystem::EntData*>::type,loadedEnts
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x3C,bool,clustered
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x3D,bool,limitToGrassAreas
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x3E,bool,nonBatched
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x40,float,carveRadius
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x44,float,grassSpot
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x48,float,roadRadius
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x4C,float,clusterMin
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x50,float,clusterMax
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x54,float,clusterRadiusMin
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x58,float,clusterRadiusMax
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x5C,float,viewDistance
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x60,int,seedOffset
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x64,bool,biomeSeparation
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x68,float,childClusterRadius
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x70,std::string,xmlFilename
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x78,bool,loadComplete
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x80,ZoneMap*,zoneMap
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x88,RealWorldEditableImage*,coverageMap
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x90,"ogre_unordered_map<GameData*, int>::type",usedEntsCount
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x98,Ogre::Entity*,entity1
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xA0,Ogre::Entity*,entity2
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xA8,"ogre_unordered_map<GameData*, Ogre::Entity*>::type",extraEntities
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xD0,lektor<SimplePhysXEntity*>,collisionList
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xE8,bool,entity1Loaded
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xE8,lektor<SoundEmitter*>,soundEmitters
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xE9,bool,entity2Loaded
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0xF0,lektor<FoliageSystem::EntData*>,subEnts
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x100,lektor<SoundEmitter*>,soundUpdate
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x108,Ogre::Vector3,position
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x114,itemType,type
FoliageSystem,Ogre::GeneralAllocatedObject,FoliageSystem.h,0x118,unsigned int,referenceCount
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x8,bool,hasMouse
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x10,MainBarGUI*,mainbar
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x18,ToolTip*,tooltip
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x20,DialogueWindow*,dialogue
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x28,TutorialGUI*,tutorial
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x30,TutorialpediaGUI*,tutorialpedia
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x38,CursorType,currentCursor
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x3C,Ogre::Vector2,Scale
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x48,MyGUI::Gui*,manager
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x50,MyGUI::OgrePlatform*,guiPlatform
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x58,TradeWindowType,_showTradeWindowMsg
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x5C,bool,_closeTradeWindowMsg
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x60,hand,tradeA
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x80,hand,tradeB
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0xA0,"ogre_unordered_map<hand, InventoryGUI*>::type",inventoryWindowsOpen
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0xE0,hand,inventoryWindowBuilding
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x100,hand,inventoryWindowCharacter
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x120,hand,inventoryWindowTrader
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x140,hand,inventoryWindowNPC
ForgottenGUI,Ogre::GeneralAllocatedObject,ForgottenGUI.h,0x160,ogre_unordered_set<hand>::type,inventoryWindowsPermanent
